CDISC SEND Rule ID,Class,Domain,Variable,Plain Text Explanation of Condition/Rule,Condition,Rule,Cited Document,Cited Document Section,Cited Item,Cited Guidance,Release Notes
29,ALL,ALL,GEN,Variable descriptive names in title case,,Variable labels are in title case,SENDIG v3.0,4.2.1,Text,"Variable descriptive names (labels), up to 40 characters in title case, should be provided as data variable labels.",
29,ALL,ALL,GEN,Variable descriptive names in title case,,Variable labels are in title case,SENDIG v3.1,4.2.1,Text,"Variable descriptive names (labels), up to 40 characters in title case, should be provided as data variable labels.",
3,ALL,ALL,GEN,Variable Label limited to 40 characters; should be unique for each variable in the dataset,,Variable label length <= 40,SENDIG v3.0,3.2.2,Text,"A descriptive Variable Label, using up to 40 characters, which should be unique for each variable in the dataset.",
3,ALL,ALL,GEN,Variable Label limited to 40 characters; should be unique for each variable in the dataset,,Variable label length <= 40,SENDIG v3.1,3.2.2,Text,"A descriptive Variable Label, using up to 40 characters, which should be unique for each variable in the dataset.",
273,ALL,ALL,GEN,Variable label should be unique for each variable in the dataset,,Variable label is unique,SENDIG v3.0,3.2.2,Text,"A descriptive Variable Label, using up to 40 characters, which should be unique for each variable in the dataset.",
273,ALL,ALL,GEN,Variable label should be unique for each variable in the dataset,,Variable label is unique,SENDIG v3.1,3.2.2,Text,"A descriptive Variable Label, using up to 40 characters, which should be unique for each variable in the dataset.",
30,ALL,ALL,GEN,Variable name is in uppercase,,Variable name is in uppercase,SENDIG v3.0,4.2.1,Text,Variable names should be represented in uppercase.,
30,ALL,ALL,GEN,Variable name is in uppercase,,Variable name is in uppercase,SENDIG v3.1,4.2.1,Text,Variable names should be represented in uppercase.,
2,ALL,ALL,GEN,Variable Name limited to 8 characters,,Variable name length <= 8,SENDIG v3.0,3.2.2,Text,The Variable Name (limited to 8 characters for compatibility with the SAS v5 Transport format).,
2,ALL,ALL,GEN,Variable Name limited to 8 characters,,Variable name length <= 8,SENDIG v3.1,3.2.2,Text,The Variable Name (limited to 8 characters for compatibility with the SAS v5 Transport format).,
48,ALL,ALL,GEN,Variable order should match the appropriate SENDIG,Variable is present,Variable is in the order presented in SENDIG,SENDIG v3.0,4.1.2,Text,"The order of variables in the data definition file should reflect the order of variables in the dataset. The order of variables in the SDTM domain models has been chosen to facilitate the review of the models and application of the models. Variables for the three general observation classes should be ordered with Identifiers first, followed by the Topic Qualifier, and Timing variables. Within each role, variables are ordered as shown in Tables 2.2.1-2.2.5 of the SDTM.",
48,ALL,ALL,GEN,Variable order should match the appropriate SENDIG,Variable is present,Variable is in the order presented in SENDIG,SENDIG v3.1,4.1.2,Text,"The order of variables in the data definition file should reflect the order of variables in the dataset. The order of variables in the SDTM domain models has been chosen to facilitate the review of the models and application of the models. Variables for the three general observation classes should be ordered with Identifiers first, followed by the Topic Qualifier, and Timing variables. Within each role, variables are ordered as shown in Tables 2.2.1-2.2.5 of the SDTM.",
4,ALL,ALL,GEN,"Variable-level metadata in Define-XML document should include the data Type (e.g., whether the variable value is a character or numeric)",,Variable-level metadata in Define-XML document uses the appropriate corresponding data type.,SENDIG v3.0,3.2.2,Text,The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The data Type.,
4,ALL,ALL,GEN,"Variable-level metadata in Define-XML document should include the data Type (e.g., whether the variable value is a character or numeric)",,Variable-level metadata in Define-XML document uses the appropriate corresponding data type.,SENDIG v3.1,3.2.2,Text,The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The data Type.,
8,ALL,ALL,GEN,Variable-level metadata in Define-XML document should include the Origin of each variable such as whether it was collected or derived.,,Variable-level metadata in Define-XML document matches the Origin in the SENDIG,SENDIG v3.0,3.2.2,Text,The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The Origin of each variable such as whether it was collected or derived....,
8,ALL,ALL,GEN,Variable-level metadata in Define-XML document should include the Origin of each variable such as whether it was collected or derived.,,Variable-level metadata in Define-XML document matches the Origin in the SENDIG,SENDIG v3.1,3.2.2,Text,The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The Origin of each variable such as whether it was collected or derived....,
9.1,ALL,ALL,GEN,Variable-level metadata in Define-XML document should include the Role of each variable where a role is assigned by the standard.,Define-XML contains the Role attribute,Variable-level metadata in Define-XML document matches the Role in the SENDIG,SENDIG v3.0,3.2.2,Text,"The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The Role of the variable, which determines how the variable is used in the dataset. For SEND Domain
Models, Roles are used to represent the categories of variables such as Identifier, Topic, Timing, or the five types of Qualifiers.....",Condition added.
9.1,ALL,ALL,GEN,Variable-level metadata in Define-XML document should include the Role of each variable where a role is assigned by the standard.,Define-XML contains the Role attribute,Variable-level metadata in Define-XML document matches the Role in the SENDIG,SENDIG v3.1,3.2.2,Text,"The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The Role of the variable, which determines how the variable is used in the dataset. For SEND Domain
Models, Roles are used to represent the categories of variables such as Identifier, Topic, Timing, or the five types of Qualifiers.....",Condition added.
7,ALL,ALL,GEN,"Variable-level metadata in Define-XML document should include the set of Controlled Terminology for the value or the presentation format of the variable (Controlled Term, Codelist or Format).",,"Variable-level metadata in Define-XML document matches the ""Controlled Terms, Codelist, or Format"" in the SENDIG",SENDIG v3.0,3.2.2,Text,"The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The set of controlled terminology for the value or the presentation format of the variable (Controlled Term,
Codelist or Format). Refer to Section 4.3 for more information on Controlled Terminology...",
7,ALL,ALL,GEN,"Variable-level metadata in Define-XML document should include the set of Controlled Terminology for the value or the presentation format of the variable (Controlled Term, Codelist or Format).",,"Variable-level metadata in Define-XML document matches the ""Controlled Terms, Codelist, or Format"" in the SENDIG",SENDIG v3.1,3.2.2,Text,"The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The set of controlled terminology for the value or the presentation format of the variable (Controlled Term,
Codelist or Format). Refer to Section 4.3 for more information on Controlled Terminology...",
5,ALL,ALL,GEN,Variable-level metadata in Define-XML document should include the Variable Name (limited to 8 characters for compatibility with the SAS V5 Transport format).,,Variable-level metadata in Define-XML document matches the Variable Name in the SENDIG,SENDIG v3.0,3.2.2,Text,The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The Variable Name (limited to 8 characters for compatibility with the SAS v5 Transport format)....,
5,ALL,ALL,GEN,Variable-level metadata in Define-XML document should include the Variable Name (limited to 8 characters for compatibility with the SAS V5 Transport format).,,Variable-level metadata in Define-XML document matches the Variable Name in the SENDIG,SENDIG v3.1,3.2.2,Text,The define.xml specification includes seven distinct attributes to describe variable-level metadata: ...The Variable Name (limited to 8 characters for compatibility with the SAS v5 Transport format)....,
40,ALL,ALL,GEN,"Variables and Parameter Values populated with Controlled Terminology must follow the case-sensitivity of the Controlled Terminology list.  The terms used must match those in the Controlled Terminology Codelist exactly (format, spelling).",Controlled Terminology list exists for variable or parameter value ,Variable value or parameter value matches the case of the Controlled Terminology list,SENDIG v3.0,4.2.4,Text,Variables with controlled terminology should follow the case sensitivity of the Controlled Terminology List (see Section 4.3.2).,
40,ALL,ALL,GEN,"Variables and Parameter Values populated with Controlled Terminology must follow the case-sensitivity of the Controlled Terminology list.  The terms used must match those in the Controlled Terminology Codelist exactly (format, spelling).",Controlled Terminology list exists for variable or parameter value ,Variable value or parameter value matches the case of the Controlled Terminology list,SENDIG v3.1,4.2.4,Text,Variables with controlled terminology should follow the case sensitivity of the Controlled Terminology List (see Section 4.3.2).,
95,ALL,ALL; not TS or CO,ALL,"Variables may not contain more than 200 characters.  If a variable should be populated with a text string longer than 200 characters, the text must be split.  When splitting the text string, the text should be split between words to improve readability.  In domains other than TS and CO the text should be split by storing the portion of the text string longer than 200 characters and presented in the SUPP-- dataset.  Within the SUPP-- dataset the text string will be split into additional 200 character text strings as needed.  The QNAM in the SUPP-- dataset will use the variable name with an appended sequential one-digit number, beginning with 1.  Please note other variable length limits may supersede this rule.",Collected value for a variable > 200 characters and domain is not TS or CO,SUPP-- contains each additional 200 character string and QNAM = variable name with appended sequential one-digit number,SENDIG v3.0,4.5.3.2,Text,"The first 200 characters of text should be stored in the standard domain variable, and each additional 200 characters of text should be stored as a record in the SUPP-- dataset (see Section 8). In this dataset, the value for QNAM should contain a sequential variable name, which is formed by appending a one-digit integer, beginning with 1, to the original standard domain variable name. When splitting a text string into several records, the text should be split between words to improve readability.",
